,OBJECTID,Join_Count,TARGET_FID,Join_Count.1,TARGET_FID.1,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Mile2,GEO,Mile2_1,CA_tract,Differ_are,Differ_ran,rural,STATEFP 1,COUNTYFP 1,County,TRACTCE 1,GEOID 1,NAME 1,NAMELSAD 1,ALAND 1,AWATER 1,INTPTLAT 1,INTPTLON 1,Tract,urban_rura,POPULATION,DAC,CIscore,CIscoreP,Traffic_Pc,DAC_cat,MHI_2019_5,Avg_hshld_,HCD_Low_20,HCD_Modera,State_MHI_,State_MHI1,Income_Gro,Shape_Leng,x,y,GreaterRegion,DAC/LIC,DCFC,EV Network Clean
7372,7373,1,7373,1,7373,ELEC,EV FIRST FLOOR,2580 El Camino Real,,Redwood City,CA,94061,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.472028,-122.217417,11/5/2024,186557,2024-11-05 00:30:37 UTC,,,,3/25/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,81,610700,6081610700,6107,Census Tract 6107,G5020,S,1121875,0,37.4699794,-122.2192352,0.43315817,6081610700,0.43315817,6081610700,0.99999998,2,0,6,81,San Mateo County,610700,6081610700,6107,Census Tract 6107,1140182,0,37.4698692,-122.2190836,6081610700,Urban,5801,,0,0,0, ,"$107,779 ",3,"$131,750 ","$161,550 ",75235,143.26%,Low,5229.679629,-122.217417,37.472028,San Francisco,1,0,ChargePoint Network
7373,7374,1,7374,1,7374,ELEC,EV SECOND FLOOR,2580 El Camino Real,,Redwood City,CA,94061,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.472028,-122.21746,11/5/2024,186558,2024-11-05 00:35:20 UTC,,,,3/25/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,81,610700,6081610700,6107,Census Tract 6107,G5020,S,1121875,0,37.4699794,-122.2192352,0.43315817,6081610700,0.43315817,6081610700,0.99999998,2,0,6,81,San Mateo County,610700,6081610700,6107,Census Tract 6107,1140182,0,37.4698692,-122.2190836,6081610700,Urban,5801,,0,0,0, ,"$107,779 ",3,"$131,750 ","$161,550 ",75235,143.26%,Low,5229.679629,-122.21746,37.472028,San Francisco,1,0,ChargePoint Network
7374,7375,1,7375,1,7375,ELEC,CHOC ASSOC PKG 4,525 S Main St,Near to the entrance,Orange,CA,92868,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.779044,-117.866102,11/5/2024,186578,2024-11-05 00:50:48 UTC,,,,3/26/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,59,76001,6059076001,760.01,Census Tract 760.01,G5020,S,2305049,0,33.783476,-117.8693817,0.88998506,6059076001,0.88998506,6059076001,1,1,0,6,59,Orange County,76000,6059076000,760,Census Tract 760,3187267,34230,33.7812601,-117.8679465,6059076000,Urban,9150,,0,0,0, ,"$64,194 ",3,"$96,800 ","$115,250 ",75235,85.32%,Low,7853.631975,-117.866102,33.779044,Los Angeles,1,0,ChargePoint Network
7375,7376,1,7376,1,7376,ELEC,CHOC ASSOC PKG 9,525 S Main St,Near to the entrance,Orange,CA,92868,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.779136,-117.865985,11/5/2024,186579,2024-11-05 00:51:00 UTC,,,,3/26/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,59,76001,6059076001,760.01,Census Tract 760.01,G5020,S,2305049,0,33.783476,-117.8693817,0.88998506,6059076001,0.88998506,6059076001,1,1,0,6,59,Orange County,76000,6059076000,760,Census Tract 760,3187267,34230,33.7812601,-117.8679465,6059076000,Urban,9150,,0,0,0, ,"$64,194 ",3,"$96,800 ","$115,250 ",75235,85.32%,Low,7853.631975,-117.865985,33.779136,Los Angeles,1,0,ChargePoint Network
7376,7377,1,7377,1,7377,ELEC,CHOC ASSOC PKG 2,525 S Main St,Near to the entrance,Orange,CA,92868,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.779175,-117.866094,11/5/2024,186580,2024-11-05 00:51:01 UTC,,,,3/26/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,59,76001,6059076001,760.01,Census Tract 760.01,G5020,S,2305049,0,33.783476,-117.8693817,0.88998506,6059076001,0.88998506,6059076001,1,1,0,6,59,Orange County,76000,6059076000,760,Census Tract 760,3187267,34230,33.7812601,-117.8679465,6059076000,Urban,9150,,0,0,0, ,"$64,194 ",3,"$96,800 ","$115,250 ",75235,85.32%,Low,7853.631975,-117.866094,33.779175,Los Angeles,1,0,ChargePoint Network
7377,7378,1,7378,1,7378,ELEC,CHOC ASSOC PKG 1,541 S Main St,Near to the entrance,Orange,CA,92868,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.779232,-117.866104,11/5/2024,186581,2024-11-05 00:51:01 UTC,,,,3/26/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,59,76001,6059076001,760.01,Census Tract 760.01,G5020,S,2305049,0,33.783476,-117.8693817,0.88998506,6059076001,0.88998506,6059076001,1,1,0,6,59,Orange County,76000,6059076000,760,Census Tract 760,3187267,34230,33.7812601,-117.8679465,6059076000,Urban,9150,,0,0,0, ,"$64,194 ",3,"$96,800 ","$115,250 ",75235,85.32%,Low,7853.631975,-117.866104,33.779232,Los Angeles,1,0,ChargePoint Network
7378,7379,1,7379,1,7379,ELEC,CHOC ASSOC PKG 6,525 S Main St,Near to the entrance,Orange,CA,92868,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.778926,-117.866099,11/5/2024,186582,2024-11-05 00:51:02 UTC,,,,3/26/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,59,76001,6059076001,760.01,Census Tract 760.01,G5020,S,2305049,0,33.783476,-117.8693817,0.88998506,6059076001,0.88998506,6059076001,1,1,0,6,59,Orange County,76000,6059076000,760,Census Tract 760,3187267,34230,33.7812601,-117.8679465,6059076000,Urban,9150,,0,0,0, ,"$64,194 ",3,"$96,800 ","$115,250 ",75235,85.32%,Low,7853.631975,-117.866099,33.778926,Los Angeles,1,0,ChargePoint Network
7379,7380,1,7380,1,7380,ELEC,CHOC ASSOC PKG 3,525 S Main St,Near to the entrance,Orange,CA,92868,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.779109,-117.866099,11/5/2024,186583,2024-11-05 00:51:03 UTC,,,,3/26/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,59,76001,6059076001,760.01,Census Tract 760.01,G5020,S,2305049,0,33.783476,-117.8693817,0.88998506,6059076001,0.88998506,6059076001,1,1,0,6,59,Orange County,76000,6059076000,760,Census Tract 760,3187267,34230,33.7812601,-117.8679465,6059076000,Urban,9150,,0,0,0, ,"$64,194 ",3,"$96,800 ","$115,250 ",75235,85.32%,Low,7853.631975,-117.866099,33.779109,Los Angeles,1,0,ChargePoint Network
7380,7381,1,7381,1,7381,ELEC,CHOC ASSOC PKG 5,525 S Main St,Near to the entrance,Orange,CA,92868,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.778986,-117.8661,11/5/2024,186584,2024-11-05 00:51:03 UTC,,,,3/26/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,59,76001,6059076001,760.01,Census Tract 760.01,G5020,S,2305049,0,33.783476,-117.8693817,0.88998506,6059076001,0.88998506,6059076001,1,1,0,6,59,Orange County,76000,6059076000,760,Census Tract 760,3187267,34230,33.7812601,-117.8679465,6059076000,Urban,9150,,0,0,0, ,"$64,194 ",3,"$96,800 ","$115,250 ",75235,85.32%,Low,7853.631975,-117.8661,33.778986,Los Angeles,1,0,ChargePoint Network
7381,7382,1,7382,1,7382,ELEC,CHOC ASSOC PKG 7,525 S Main St,Near to the entrance,Orange,CA,92868,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.779228,-117.865965,11/5/2024,186585,2024-11-05 00:51:03 UTC,,,,3/26/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,59,76001,6059076001,760.01,Census Tract 760.01,G5020,S,2305049,0,33.783476,-117.8693817,0.88998506,6059076001,0.88998506,6059076001,1,1,0,6,59,Orange County,76000,6059076000,760,Census Tract 760,3187267,34230,33.7812601,-117.8679465,6059076000,Urban,9150,,0,0,0, ,"$64,194 ",3,"$96,800 ","$115,250 ",75235,85.32%,Low,7853.631975,-117.865965,33.779228,Los Angeles,1,0,ChargePoint Network
7382,7383,1,7383,1,7383,ELEC,CHOC ASSOC PKG 8,525 S Main St,Near to the entrance,Orange,CA,92868,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.779171,-117.865969,11/5/2024,186586,2024-11-05 00:51:04 UTC,,,,3/26/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,59,76001,6059076001,760.01,Census Tract 760.01,G5020,S,2305049,0,33.783476,-117.8693817,0.88998506,6059076001,0.88998506,6059076001,1,1,0,6,59,Orange County,76000,6059076000,760,Census Tract 760,3187267,34230,33.7812601,-117.8679465,6059076000,Urban,9150,,0,0,0, ,"$64,194 ",3,"$96,800 ","$115,250 ",75235,85.32%,Low,7853.631975,-117.865969,33.779171,Los Angeles,1,0,ChargePoint Network
7383,7384,1,7384,1,7384,ELEC,L.A. LIVE EV CH UNIT 3,1005 Chick Hearn Ct,"West Garage, Level G1",Los Angeles,CA,90015,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.044914,-118.26859,11/5/2024,186654,2024-11-05 00:38:48 UTC,,,,3/28/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,207711,6037207711,2077.11,Census Tract 2077.11,G5020,S,693947,0,34.0463506,-118.2647778,0.26793451,6037207711,0.26793451,6037207711,0.99999999,2,0,6,37,Los Angeles County,207710,6037207710,2077.1,Census Tract 2077.10,1101206,0,34.0468663,-118.2616827,6037207710,Urban,4667,,0,0,0, ,"$100,972 ",1,"$66,250 ","$67,200 ",75235,134.21%,High,5249.641899,-118.26859,34.044914,Los Angeles,0,0,ChargePoint Network
7384,7385,1,7385,1,7385,ELEC,Spiral Garage 7,801 Van Ness Ave,,Fresno,CA,93721,,559-621-8179,E,,Public,24 hours daily,,,,,,10,,,ChargePoint Network,http://www.chargepoint.com/,200-9,36.732853,-119.787603,6/12/2023,186754,2024-01-31 22:07:01 UTC,LG,,,4/1/2021,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,$0.25 per kWh,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,19,100,6019000100,1,Census Tract 1,G5020,S,843445,0,36.7369244,-119.7927732,0.3256568,6019000100,0.3256568,6019000100,1,1,0,6,19,Fresno County,100,6019000100,1,Census Tract 1,843440,0,36.7369244,-119.7927732,6019000100,Urban,3676,Disadvantaged Community,60.36587875,95.91527988,13.55,CalEnviroScreen 4.0 Top 25%,"$16,621 ",1,"$39,150 ","$59,400 ",75235,22.09%,Low,4156.020715,-119.787603,36.732853,Central Other,1,0,ChargePoint Network
7385,7386,1,7386,1,7386,ELEC,Al Radka Park,5897 E Belmont Ave,,Fresno,CA,93727,,559-621-8179,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,36.750526,-119.686837,6/12/2023,186756,2024-01-31 22:07:01 UTC,LG,,,2/1/2021,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,$0.25 per kWh,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,19,5805,6019005805,58.05,Census Tract 58.05,G5020,S,12661795,0,36.7685186,-119.680596,4.88874605,6019005805,4.88874605,6019005805,0.51314877,6,0,6,19,Fresno County,5805,6019005805,58.05,Census Tract 58.05,12647775,0,36.7685259,-119.6805753,6019005805,Rural,6416,,0,0,0, ,"$87,475 ",4,"$55,900 ","$84,850 ",75235,116.27%,Middle,15603.35599,-119.686837,36.750526,Central Other,0,0,ChargePoint Network
7386,7387,1,7387,1,7387,ELEC,Beal Properties,566 Spruce Ave,,Clovis,CA,93611,,559-297-6830,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,36.840809,-119.703781,9/14/2023,186759,2024-01-31 22:07:01 UTC,P,,,2/1/2021,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,,6,19,5513,6019005513,55.13,Census Tract 55.13,G5020,S,2638702,0,36.8446768,-119.7018656,1.01880856,6019005513,1.01880856,6019005513,1,2,0,6,19,Fresno County,5513,6019005513,55.13,Census Tract 55.13,2638713,0,36.8446768,-119.7018656,6019005513,Urban,2995,,0,0,0, ,"$117,938 ",3,"$50,350 ","$76,350 ",75235,156.76%,High,6622.863069,-119.703781,36.840809,Central Other,0,0,Other
7387,7388,1,7388,1,7388,ELEC,Beal Properties,567 Park Creek Dr,,Clovis,CA,93611,,559-283-6844,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,36.840362,-119.703933,9/14/2023,186773,2024-01-31 22:07:01 UTC,P,,,2/1/2021,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,,6,19,5513,6019005513,55.13,Census Tract 55.13,G5020,S,2638702,0,36.8446768,-119.7018656,1.01880856,6019005513,1.01880856,6019005513,1,2,0,6,19,Fresno County,5513,6019005513,55.13,Census Tract 55.13,2638713,0,36.8446768,-119.7018656,6019005513,Urban,2995,,0,0,0, ,"$117,938 ",3,"$50,350 ","$76,350 ",75235,156.76%,High,6622.863069,-119.703933,36.840362,Central Other,0,0,Other
7388,7389,1,7389,1,7389,ELEC,Beal Properties,586 Spruce Ave,,Clovis,CA,93611,,559-297-6830,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,36.840794,-119.703787,9/14/2023,186774,2024-01-31 22:07:01 UTC,P,,,2/1/2021,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,,6,19,5513,6019005513,55.13,Census Tract 55.13,G5020,S,2638702,0,36.8446768,-119.7018656,1.01880856,6019005513,1.01880856,6019005513,1,2,0,6,19,Fresno County,5513,6019005513,55.13,Census Tract 55.13,2638713,0,36.8446768,-119.7018656,6019005513,Urban,2995,,0,0,0, ,"$117,938 ",3,"$50,350 ","$76,350 ",75235,156.76%,High,6622.863069,-119.703787,36.840794,Central Other,0,0,Other
7389,7390,1,7390,1,7390,ELEC,Beal Properties,587 Park Creek Dr,,Clovis,CA,93611,,559-297-6830,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,36.840333,-119.703932,9/14/2023,186775,2024-01-31 22:07:01 UTC,P,,,2/1/2021,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,,6,19,5513,6019005513,55.13,Census Tract 55.13,G5020,S,2638702,0,36.8446768,-119.7018656,1.01880856,6019005513,1.01880856,6019005513,1,2,0,6,19,Fresno County,5513,6019005513,55.13,Census Tract 55.13,2638713,0,36.8446768,-119.7018656,6019005513,Urban,2995,,0,0,0, ,"$117,938 ",3,"$50,350 ","$76,350 ",75235,156.76%,High,6622.863069,-119.703932,36.840333,Central Other,0,0,Other
7390,7391,1,7391,1,7391,ELEC,DOUGLAS PARKING STATION 2,1717 Webster St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.806087,-122.267307,11/4/2024,186808,2024-11-04 01:31:20 UTC,,,,4/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,1,402900,6001402900,4029,Census Tract 4029,G5020,S,407131,0,37.8071852,-122.2667035,0.1571947,6001402900,0.1571947,6001402900,0.99999999,2,0,6,1,Alameda County,402900,6001402900,4029,Census Tract 4029,391799,0,37.8071721,-122.2667847,6001402900,Urban,1406,,0,0,0, ,"$31,326 ",1,"$76,750 ","$105,500 ",75235,41.64%,Low,2953.928242,-122.267307,37.806087,San Francisco,1,0,ChargePoint Network
7391,7392,1,7392,1,7392,ELEC,DOUGLAS PARKING STATION 3,1717 Webster St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.806121,-122.267317,11/4/2024,186809,2024-11-04 01:31:20 UTC,,,,4/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,1,402900,6001402900,4029,Census Tract 4029,G5020,S,407131,0,37.8071852,-122.2667035,0.1571947,6001402900,0.1571947,6001402900,0.99999999,2,0,6,1,Alameda County,402900,6001402900,4029,Census Tract 4029,391799,0,37.8071721,-122.2667847,6001402900,Urban,1406,,0,0,0, ,"$31,326 ",1,"$76,750 ","$105,500 ",75235,41.64%,Low,2953.928242,-122.267317,37.806121,San Francisco,1,0,ChargePoint Network
7392,7393,1,7393,1,7393,ELEC,DOUGLAS PARKING STATION 4,1717 Webster St,1st floor near leasing office entrance,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.806095,-122.26735,11/4/2024,186810,2024-11-04 01:31:20 UTC,,,,4/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,1,402900,6001402900,4029,Census Tract 4029,G5020,S,407131,0,37.8071852,-122.2667035,0.1571947,6001402900,0.1571947,6001402900,0.99999999,2,0,6,1,Alameda County,402900,6001402900,4029,Census Tract 4029,391799,0,37.8071721,-122.2667847,6001402900,Urban,1406,,0,0,0, ,"$31,326 ",1,"$76,750 ","$105,500 ",75235,41.64%,Low,2953.928242,-122.26735,37.806095,San Francisco,1,0,ChargePoint Network
7393,7394,1,7394,1,7394,ELEC,DOUGLAS PARKING STATION 5,1717 Webster St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.806087,-122.267285,11/4/2024,186811,2024-11-04 01:31:20 UTC,,,,4/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,1,402900,6001402900,4029,Census Tract 4029,G5020,S,407131,0,37.8071852,-122.2667035,0.1571947,6001402900,0.1571947,6001402900,0.99999999,2,0,6,1,Alameda County,402900,6001402900,4029,Census Tract 4029,391799,0,37.8071721,-122.2667847,6001402900,Urban,1406,,0,0,0, ,"$31,326 ",1,"$76,750 ","$105,500 ",75235,41.64%,Low,2953.928242,-122.267285,37.806087,San Francisco,1,0,ChargePoint Network
7394,7395,1,7395,1,7395,ELEC,DOUGLAS PARKING STATION 1,1717 Webster St,,Oakland,CA,94612,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.806089,-122.267293,11/4/2024,186814,2024-11-04 01:35:20 UTC,,,,4/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,1,402900,6001402900,4029,Census Tract 4029,G5020,S,407131,0,37.8071852,-122.2667035,0.1571947,6001402900,0.1571947,6001402900,0.99999999,2,0,6,1,Alameda County,402900,6001402900,4029,Census Tract 4029,391799,0,37.8071721,-122.2667847,6001402900,Urban,1406,,0,0,0, ,"$31,326 ",1,"$76,750 ","$105,500 ",75235,41.64%,Low,2953.928242,-122.267293,37.806089,San Francisco,1,0,ChargePoint Network
7395,7396,1,7396,1,7396,ELEC,DEPOT WEST LOT #2,1170 W 3rd St,West Parking Lot (Metrolink Parking),San Bernardino,CA,92410,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.103892,-117.311144,11/4/2024,186830,2024-11-04 01:37:38 UTC,,,,4/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,71,4901,6071004901,49.01,Census Tract 49.01,G5020,S,1979628,0,34.1001699,-117.3078718,0.76433671,6071004901,0.76433671,6071004901,0.99999998,2,0,6,71,San Bernardino County,4900,6071004900,49,Census Tract 49,4834572,35274,34.100314,-117.3168792,6071004900,Urban,7113,Disadvantaged Community,66.66440099,98.31064044,67.825,CalEnviroScreen 4.0 Top 25%,"$31,587 ",4,"$63,200 ","$93,000 ",75235,41.98%,Low,9421.736924,-117.311144,34.103892,Southern Other,1,0,ChargePoint Network
7396,7397,1,7397,1,7397,ELEC,DEPOT WEST LOT #3,1170 W 3rd St,West Parking Lot  (Metrolink Parking),San Bernardino,CA,92410,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.104044,-117.311047,11/4/2024,186832,2024-11-04 01:37:44 UTC,,,,4/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,71,4901,6071004901,49.01,Census Tract 49.01,G5020,S,1979628,0,34.1001699,-117.3078718,0.76433671,6071004901,0.76433671,6071004901,0.99999998,2,0,6,71,San Bernardino County,4900,6071004900,49,Census Tract 49,4834572,35274,34.100314,-117.3168792,6071004900,Urban,7113,Disadvantaged Community,66.66440099,98.31064044,67.825,CalEnviroScreen 4.0 Top 25%,"$31,587 ",4,"$63,200 ","$93,000 ",75235,41.98%,Low,9421.736924,-117.311047,34.104044,Southern Other,1,0,ChargePoint Network
7397,7398,1,7398,1,7398,ELEC,SANTA CLARA DON-TRITON,1484 Don Ave,Rear of triton across from Jamison-Brown house,Santa Clara,CA,95050,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.357502,-121.95525,11/4/2024,186841,2024-11-04 01:38:18 UTC,,,,4/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,85,505202,6085505202,5052.02,Census Tract 5052.02,G5020,S,9163626,0,37.3702943,-121.9606672,3.53809665,6085505202,3.53809665,6085505202,1,1,0,6,85,Santa Clara County,505202,6085505202,5052.02,Census Tract 5052.02,9201412,0,37.3702336,-121.9605786,6085505202,Urban,6936,Disadvantaged Community,30.41725617,59.53101362,82.4625,2017 Disadvantaged Community (CalEnviroScreen 3.0 only),"$84,063 ",3,"$106,000 ","$163,400 ",75235,111.73%,Low,16508.35327,-121.95525,37.357502,San Francisco,1,0,ChargePoint Network
7398,7399,1,7399,1,7399,ELEC,SANTA CLARA DON-TRITON 4,1484 Don Ave,Two charging stall on the right,Santa Clara,CA,95050,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.357494,-121.955124,11/4/2024,186842,2024-11-04 01:38:18 UTC,,,,4/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,85,505202,6085505202,5052.02,Census Tract 5052.02,G5020,S,9163626,0,37.3702943,-121.9606672,3.53809665,6085505202,3.53809665,6085505202,1,1,0,6,85,Santa Clara County,505202,6085505202,5052.02,Census Tract 5052.02,9201412,0,37.3702336,-121.9605786,6085505202,Urban,6936,Disadvantaged Community,30.41725617,59.53101362,82.4625,2017 Disadvantaged Community (CalEnviroScreen 3.0 only),"$84,063 ",3,"$106,000 ","$163,400 ",75235,111.73%,Low,16508.35327,-121.955124,37.357494,San Francisco,1,0,ChargePoint Network
7399,7400,1,7400,1,7400,ELEC,SANTA CLARA DON-TRITON 3,1484 Don Ave,Third Charging Station - single port,Santa Clara,CA,95050,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.357506,-121.95511,11/4/2024,186843,2024-11-04 01:38:18 UTC,,,,4/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,85,505202,6085505202,5052.02,Census Tract 5052.02,G5020,S,9163626,0,37.3702943,-121.9606672,3.53809665,6085505202,3.53809665,6085505202,1,1,0,6,85,Santa Clara County,505202,6085505202,5052.02,Census Tract 5052.02,9201412,0,37.3702336,-121.9605786,6085505202,Urban,6936,Disadvantaged Community,30.41725617,59.53101362,82.4625,2017 Disadvantaged Community (CalEnviroScreen 3.0 only),"$84,063 ",3,"$106,000 ","$163,400 ",75235,111.73%,Low,16508.35327,-121.95511,37.357506,San Francisco,1,0,ChargePoint Network
