,Unnamed: 0.1,Unnamed: 0,OBJECTID,Join_Count,TARGET_FID,Join_Count.1,TARGET_FID.1,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Mile2,GEO,Mile2_1,CA_tract,Differ_are,Differ_ran,rural,STATEFP 1,COUNTYFP 1,County,TRACTCE 1,GEOID 1,NAME 1,NAMELSAD 1,ALAND 1,AWATER 1,INTPTLAT 1,INTPTLON 1,Tract,urban_rura,POPULATION,DAC,CIscore,CIscoreP,Traffic_Pc,DAC_cat,MHI_2019_5,Avg_hshld_,HCD_Low_20,HCD_Modera,State_MHI_,State_MHI1,Income_Gro,Shape_Leng,x,y,GreaterRegion,DAC/LIC,DCFC,EV Network Clean,nacs
6281,6281,8270,8271,1,8271,1,8271,ELEC,Eastvale Gateway - Tesla Supercharger,12471 Limonite Avenue,,Eastvale,CA,91752,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,16.0,,Tesla,https://www.tesla.com/supercharger,GPS,33.97597,-117.55686,7/1/2024,191698,2024-08-14 18:58:22 UTC,P,,,6/28/2021,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,LD,False,,6.0,65.0,40618.0,6065040618.0,406.18,Census Tract 406.18,G5020,S,18620766.0,4765.0,34.0084123,-117.5342359,7.191354,6065040618.0,7.191354,6065040618.0,1.0,2.0,0.0,6.0,65.0,Riverside County,40607.0,6065040607.0,406.07,Census Tract 406.07,21355178.0,4765.0,34.0110423,-117.5459002,6065040607.0,Urban,12853.0,Disadvantaged Community,39.41509379,74.00403429,80.7,2017 Disadvantaged Community (CalEnviroScreen 3.0 only),"$103,421 ",4.0,"$63,200 ","$93,000 ",75235.0,137.46%,High,26705.00427,-117.55686,33.97597,Southern Other,1,1,Tesla,True
6282,6282,8271,8272,1,8272,1,8272,ELEC,Shell Gas - Tesla Supercharger,10565 Copus Road,,Bakersfield,CA,93313,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,20.0,,Tesla,https://www.tesla.com/supercharger,GPS,35.094616,-119.040045,7/1/2024,191699,2024-08-14 18:58:22 UTC,P,,,6/28/2021,,,,,TESLA,US,,,,Public,,public,,,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,LD,False,,6.0,29.0,3304.0,6029003304.0,33.04,Census Tract 33.04,G5020,S,1600690598.0,6934593.0,35.2582904,-119.5019126,620.7075098,6029003304.0,620.7075098,6029003304.0,7.21e-05,11.0,1.0,6.0,29.0,Kern County,3304.0,6029003304.0,33.04,Census Tract 33.04,1600863615.0,6934593.0,35.2582904,-119.5019126,6029003304.0,Rural,3358.0,Disadvantaged Community,44.02633781,80.87493696,2.725,CalEnviroScreen 4.0 Top 25%,"$59,792 ",3.0,"$50,350 ","$76,350 ",75235.0,79.47%,Low,259412.2536,-119.040045,35.094616,Los Angeles,1,1,Tesla,True
6283,6283,8272,8273,1,8273,1,8273,ELEC,3651 S. Vermont Ave.,3651 S. Vermont Ave.,,Los Angeles,CA,90007,,888-356-8911,E,,Public,24 hours daily,,,,,,1.0,,,FLO,https://flo.ca/,GPS,34.021538,-118.291696,11/4/2024,191772,2024-11-04 04:08:42 UTC,,,,7/3/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,222600.0,6037222600.0,2226.0,Census Tract 2226,G5020,S,651938.0,0.0,34.0218424,-118.295871,0.25171472,6037222600.0,0.25171472,6037222600.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,222600.0,6037222600.0,2226.0,Census Tract 2226,651938.0,0.0,34.0218424,-118.295871,6037222600.0,Urban,5549.0,Disadvantaged Community,44.96349407,81.9591528,60.6125,CalEnviroScreen 4.0 Top 25%,"$28,581 ",3.0,"$85,150 ","$86,400 ",75235.0,37.99%,Low,3226.495279,-118.291696,34.021538,Los Angeles,1,0,FLO,False
6284,6284,8273,8274,1,8274,1,8274,ELEC,76 - Valley Village,4654 Laurel Canyon Blvd,,Valley Village,CA,91607,,877-455-3833,E,,Public,24 hours daily,,,,,,,8.0,,eVgo Network,https://www.evgo.com/,GPS,34.155583,-118.395947,11/4/2024,192021,2024-11-04 23:58:10 UTC,,,,7/27/2019,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,143301.0,6037143301.0,1433.01,Census Tract 1433.01,G5020,S,580343.0,0.0,34.1559853,-118.3878138,0.22407218,6037143301.0,0.22407218,6037143301.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,143300.0,6037143300.0,1433.0,Census Tract 1433,1649228.0,5619.0,34.152183,-118.3866139,6037143300.0,Urban,6643.0,,0.0,0.0,0.0, ,"$85,230 ",2.0,"$75,700 ","$76,800 ",75235.0,113.29%,Middle,6065.475673,-118.395947,34.155583,Los Angeles,0,1,eVgo Network,False
6285,6285,8274,8275,1,8275,1,8275,ELEC,South San Francisco - Miller Garage HPCP,329 Miller Ave,,South San Francisco,CA,94080,,877-455-3833,E,,Public,24 hours daily,,,,,,,3.0,,eVgo Network,https://www.evgo.com/,GPS,37.656204,-122.411246,11/4/2024,192054,2024-11-04 23:58:21 UTC,,,,8/20/2019,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,81.0,602202.0,6081602202.0,6022.02,Census Tract 6022.02,G5020,S,437771.0,0.0,37.6551094,-122.4115181,0.16902457,6081602202.0,0.16902457,6081602202.0,1.0,1.0,0.0,6.0,81.0,San Mateo County,602200.0,6081602200.0,6022.0,Census Tract 6022,935218.0,0.0,37.656229,-122.4175676,6081602200.0,Urban,8444.0,,0.0,0.0,0.0, ,"$78,185 ",3.0,"$131,750 ","$161,550 ",75235.0,103.92%,Low,5777.802443,-122.411246,37.656204,San Francisco,1,1,eVgo Network,False
6286,6286,8275,8276,1,8276,1,8276,ELEC,"BOA Mission-Sorenson CA4-160 (Hayward, CA)",26801 Mission Blvd,,Hayward,CA,94544,,833-632-2778,E,,Public,24 hours daily,,,,,,,4.0,,Electrify America,https://www.electrifyamerica.com/,GPS,37.64528,-122.06332,11/4/2024,192570,2024-11-04 03:31:41 UTC,,,,7/5/2021,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,1.0,437900.0,6001437900.0,4379.0,Census Tract 4379,G5020,S,674754.0,0.0,37.6428283,-122.0613135,0.26052455,6001437900.0,0.26052455,6001437900.0,0.99999999,2.0,0.0,6.0,1.0,Alameda County,437900.0,6001437900.0,4379.0,Census Tract 4379,673868.0,0.0,37.6428251,-122.0613076,6001437900.0,Urban,2321.0,,0.0,0.0,0.0, ,"$77,750 ",4.0,"$109,600 ","$150,700 ",75235.0,103.34%,Low,5201.41558,-122.06332,37.64528,San Francisco,1,1,Electrify America,False
6287,6287,8276,8277,1,8277,1,8277,ELEC,French Valley Village Center,30910 Benton Rd,,Winchester,CA,92596,,888-998-2546,E,,Public,24 hours daily,,,,,,10.0,,,Blink Network,http://www.blinkcharging.com/,GPS,33.591935,-117.12139,11/5/2024,192578,2024-11-05 00:07:31 UTC,,,,7/6/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,6.0,65.0,43295.0,6065043295.0,432.95,Census Tract 432.95,G5020,S,3168894.0,15910.0,33.5886488,-117.1162964,1.22966035,6065043295.0,1.22966035,6065043295.0,1.0,2.0,0.0,6.0,65.0,Riverside County,43242.0,6065043242.0,432.42,Census Tract 432.42,6287747.0,15910.0,33.5873473,-117.1031008,6065043242.0,Urban,9531.0,,0.0,0.0,0.0, ,"$105,674 ",4.0,"$63,200 ","$93,000 ",75235.0,140.46%,High,11712.65614,-117.12139,33.591935,Southern Other,0,0,Other,False
6288,6288,8277,8278,1,8278,1,8278,ELEC,NEW MOB PS 1,1130 Montgomery Dr,1st floor handicap,Santa Rosa,CA,95405,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.4426,-122.700437,11/5/2024,192585,2024-11-05 01:21:15 UTC,,,,7/7/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,97.0,151800.0,6097151800.0,1518.0,Census Tract 1518,G5020,S,2522624.0,0.0,38.4427045,-122.6913822,0.97398996,6097151800.0,0.97398996,6097151800.0,1.0,1.0,0.0,6.0,97.0,Sonoma County,151800.0,6097151800.0,1518.0,Census Tract 1518,2522620.0,0.0,38.4427045,-122.6913822,6097151800.0,Urban,4848.0,,0.0,0.0,0.0, ,"$81,948 ",2.0,"$74,450 ","$99,150 ",75235.0,108.92%,Middle,7820.975098,-122.700437,38.4426,San Francisco,0,0,ChargePoint Network,False
6289,6289,8278,8279,1,8279,1,8279,ELEC,NEW MOB PS 2,1130 Montgomery Dr,Handicap 1st floor,Santa Rosa,CA,95405,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.442531,-122.700533,11/5/2024,192586,2024-11-05 01:21:16 UTC,,,,7/7/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,97.0,151800.0,6097151800.0,1518.0,Census Tract 1518,G5020,S,2522624.0,0.0,38.4427045,-122.6913822,0.97398996,6097151800.0,0.97398996,6097151800.0,1.0,1.0,0.0,6.0,97.0,Sonoma County,151800.0,6097151800.0,1518.0,Census Tract 1518,2522620.0,0.0,38.4427045,-122.6913822,6097151800.0,Urban,4848.0,,0.0,0.0,0.0, ,"$81,948 ",2.0,"$74,450 ","$99,150 ",75235.0,108.92%,Middle,7820.975098,-122.700533,38.442531,San Francisco,0,0,ChargePoint Network,False
6290,6290,8285,8286,1,8286,1,8286,ELEC,Safeway #1476 San Jose,1300 West San Carlos Street,,San Jose,CA,95126,,833-632-2778,E,,Public,24 hours daily,,,,,,,3.0,,Electrify America,https://www.electrifyamerica.com/,GPS,37.32267,-121.91359,11/4/2024,192650,2024-11-04 03:32:36 UTC,,,,7/8/2021,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,85.0,501901.0,6085501901.0,5019.01,Census Tract 5019.01,G5020,S,597772.0,0.0,37.3236809,-121.9078195,0.23080063,6085501901.0,0.23080064,6085501901.0,1.0,2.0,0.0,6.0,85.0,Santa Clara County,501900.0,6085501900.0,5019.0,Census Tract 5019,1546139.0,0.0,37.3191214,-121.9087569,6085501900.0,Urban,5401.0,,0.0,0.0,0.0, ,"$76,922 ",2.0,"$94,200 ","$145,250 ",75235.0,102.24%,Low,5836.283355,-121.91359,37.32267,San Francisco,1,1,Electrify America,False
6291,6291,8286,8287,1,8287,1,8287,ELEC,EVSP WALGREENS STORE 7035,140 E Live Oak Ave,The station is located left of the store's entrance,Arcadia,CA,91006,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.107608,-118.025535,11/5/2024,192661,2024-11-05 00:36:07 UTC,,,,7/9/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,431502.0,6037431502.0,4315.02,Census Tract 4315.02,G5020,S,1693783.0,328858.0,34.1024524,-118.0204,0.78094601,6037431502.0,0.78094601,6037431502.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,431502.0,6037431502.0,4315.02,Census Tract 4315.02,1685834.0,355508.0,34.1024524,-118.0204,6037431502.0,Urban,4273.0,,0.0,0.0,0.0, ,"$62,531 ",3.0,"$85,150 ","$86,400 ",75235.0,83.11%,Low,6785.366405,-118.025535,34.107608,Los Angeles,1,0,ChargePoint Network,False
6292,6292,8287,8288,1,8288,1,8288,ELEC,EVSP WALGREENS STORE 3296,231 S San Mateo Dr,,San Mateo,CA,94401,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.564867,-122.32412,11/5/2024,192663,2024-11-05 00:40:02 UTC,,,,7/9/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,81.0,606300.0,6081606300.0,6063.0,Census Tract 6063,G5020,S,1019000.0,0.0,37.5653494,-122.3193395,0.39343782,6081606300.0,0.39343782,6081606300.0,0.99999999,2.0,0.0,6.0,81.0,San Mateo County,606300.0,6081606300.0,6063.0,Census Tract 6063,1018997.0,0.0,37.5653494,-122.3193395,6081606300.0,Urban,4110.0,,0.0,0.0,0.0, ,"$92,007 ",2.0,"$117,100 ","$143,600 ",75235.0,122.29%,Low,5338.534709,-122.32412,37.564867,San Francisco,1,0,ChargePoint Network,False
6293,6293,8288,8289,1,8289,1,8289,ELEC,Figueroa Plaza P1,201 N Figueroa St,,Los Angeles,CA,90012,,855-900-7584,E,,Public,24 hours daily,,,,,,22.0,3.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.059093,-118.251429,11/4/2024,192694,2024-11-04 03:20:38 UTC,,,,7/9/2021,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,207400.0,6037207400.0,2074.0,Census Tract 2074,G5020,S,862957.0,6458.0,34.0562223,-118.246642,0.33568264,6037207400.0,0.33568264,6037207400.0,0.99999997,2.0,0.0,6.0,37.0,Los Angeles County,207400.0,6037207400.0,2074.0,Census Tract 2074,862957.0,6458.0,34.0562223,-118.246642,6037207400.0,Urban,1539.0,Disadvantaged Community,51.77958098,89.77559254,85.9625,CalEnviroScreen 4.0 Top 25%,"$87,000 ",2.0,"$75,700 ","$76,800 ",75235.0,115.64%,Middle,4624.119123,-118.251429,34.059093,Los Angeles,1,1,Other,False
6294,6294,8289,8290,1,8290,1,8290,ELEC,MAGIC PARKING DLH 03&04,1150 W Magic Way,Parking Lot 22A next to Convention Center,Anaheim,CA,92802,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.810544,-117.928151,11/4/2024,192731,2024-11-04 01:42:42 UTC,,,,7/10/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,59.0,980000.0,6059980000.0,9800.0,Census Tract 9800,G5020,S,2766492.0,0.0,33.8096249,-117.9186718,1.0681485,6059980000.0,1.0681485,6059980000.0,1.0,1.0,0.0,6.0,59.0,Orange County,980000.0,6059980000.0,9800.0,Census Tract 9800,2766486.0,0.0,33.8096249,-117.9186718,6059980000.0,Urban,33.0,,0.0,0.0,0.0, ,,,,,75235.0,,,7276.342151,-117.928151,33.810544,Los Angeles,0,0,ChargePoint Network,False
6295,6295,8290,8291,1,8291,1,8291,ELEC,MAGIC PARKING DLH 01&02,1500 S Walnut St,Parking Lot 22A Next to the Convention Center,Anaheim,CA,92802,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.810406,-117.927954,11/4/2024,192732,2024-11-04 01:42:42 UTC,,,,7/10/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,59.0,980000.0,6059980000.0,9800.0,Census Tract 9800,G5020,S,2766492.0,0.0,33.8096249,-117.9186718,1.0681485,6059980000.0,1.0681485,6059980000.0,1.0,1.0,0.0,6.0,59.0,Orange County,980000.0,6059980000.0,9800.0,Census Tract 9800,2766486.0,0.0,33.8096249,-117.9186718,6059980000.0,Urban,33.0,,0.0,0.0,0.0, ,,,,,75235.0,,,7276.342151,-117.927954,33.810406,Los Angeles,0,0,ChargePoint Network,False
6296,6296,8291,8292,1,8292,1,8292,ELEC,Yosemite Westgate Lodge/Buck Meadows Lodge,7649 CA-120,,Groveland,CA,95321,,833-632-2778,E,,Public,24 hours daily,,,,,,,4.0,,Electrify America,https://www.electrifyamerica.com/,GPS,37.81756,-120.05887,11/4/2024,192748,2024-11-04 03:32:41 UTC,,,,7/12/2021,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,43.0,200.0,6043000200.0,2.0,Census Tract 2,G5020,S,745970006.0,13592003.0,37.6729487,-120.1089266,293.2686223,6043000200.0,293.2686223,6043000200.0,0.0,12.0,1.0,6.0,43.0,Mariposa County,200.0,6043000200.0,2.0,Census Tract 2,745934896.0,13671097.0,37.6729487,-120.1089266,6043000200.0,Rural,2857.0,,0.0,0.0,0.0, ,"$39,719 ",2.0,"$44,750 ","$67,900 ",75235.0,52.79%,Low,197040.5176,-120.05887,37.81756,Central Other,1,1,Electrify America,False
6297,6297,8317,8318,1,8318,1,8318,ELEC,TARGET T0305 STATION 2,8265 Mira Mesa Blvd,,San Diego,CA,92126,,888-758-4389,E,,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.911806,-117.145582,11/4/2024,192790,2024-11-04 01:42:56 UTC,,,,7/13/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,73.0,8351.0,6073008351.0,83.51,Census Tract 83.51,G5020,S,1059679.0,0.0,32.9071751,-117.1501108,0.4091453,6073008351.0,0.4091453,6073008351.0,1.0,1.0,0.0,6.0,73.0,San Diego County,8351.0,6073008351.0,83.51,Census Tract 83.51,1059679.0,0.0,32.9071751,-117.1501108,6073008351.0,Urban,4225.0,,0.0,0.0,0.0, ,"$94,821 ",3.0,"$87,300 ","$102,700 ",75235.0,126.03%,Middle,4442.949337,-117.145582,32.911806,San Diego,0,0,ChargePoint Network,False
6298,6298,8318,8319,1,8319,1,8319,ELEC,TARGET T0305 STATION 3,8251 Mira Mesa Blvd,,San Diego,CA,92126,,888-758-4389,E,,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.911251,-117.145557,11/4/2024,192791,2024-11-04 01:42:56 UTC,,,,7/13/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,73.0,8351.0,6073008351.0,83.51,Census Tract 83.51,G5020,S,1059679.0,0.0,32.9071751,-117.1501108,0.4091453,6073008351.0,0.4091453,6073008351.0,1.0,1.0,0.0,6.0,73.0,San Diego County,8351.0,6073008351.0,83.51,Census Tract 83.51,1059679.0,0.0,32.9071751,-117.1501108,6073008351.0,Urban,4225.0,,0.0,0.0,0.0, ,"$94,821 ",3.0,"$87,300 ","$102,700 ",75235.0,126.03%,Middle,4442.949337,-117.145557,32.911251,San Diego,0,0,ChargePoint Network,False
6299,6299,8319,8320,1,8320,1,8320,ELEC,TARGET T0305 STATION 1,8265 Mira Mesa Blvd,,San Diego,CA,92126,,888-758-4389,E,,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.911863,-117.145586,11/4/2024,192792,2024-11-04 01:42:56 UTC,,,,7/13/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,73.0,8351.0,6073008351.0,83.51,Census Tract 83.51,G5020,S,1059679.0,0.0,32.9071751,-117.1501108,0.4091453,6073008351.0,0.4091453,6073008351.0,1.0,1.0,0.0,6.0,73.0,San Diego County,8351.0,6073008351.0,83.51,Census Tract 83.51,1059679.0,0.0,32.9071751,-117.1501108,6073008351.0,Urban,4225.0,,0.0,0.0,0.0, ,"$94,821 ",3.0,"$87,300 ","$102,700 ",75235.0,126.03%,Middle,4442.949337,-117.145586,32.911863,San Diego,0,0,ChargePoint Network,False
6300,6300,8320,8321,1,8321,1,8321,ELEC,Ralph's 222 Ventura Blvd,14049 Ventura Blvd,,Sherman Oaks,CA,91423,,833-632-2778,E,,Public,24 hours daily,,,,,,,4.0,,Electrify America,https://www.electrifyamerica.com/,GPS,34.14994,-118.43972,11/4/2024,192796,2024-11-04 03:31:43 UTC,,,,7/13/2021,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,141201.0,6037141201.0,1412.01,Census Tract 1412.01,G5020,S,693121.0,7927.0,34.1519021,-118.4426826,0.27067693,6037141201.0,0.27067693,6037141201.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,141201.0,6037141201.0,1412.01,Census Tract 1412.01,693120.0,7927.0,34.1519021,-118.4426826,6037141201.0,Urban,4583.0,,0.0,0.0,0.0, ,"$84,205 ",2.0,"$75,700 ","$76,800 ",75235.0,111.92%,Middle,3692.703789,-118.43972,34.14994,Los Angeles,0,1,Electrify America,False
6301,6301,8322,8323,1,8323,1,8323,ELEC,LA VIDA EV1,2890 S. Stockton St,,Lodi,CA,95240,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.09705,-121.26905,11/4/2024,192833,2024-11-04 01:42:53 UTC,,,,7/14/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,77.0,4107.0,6077004107.0,41.07,Census Tract 41.07,G5020,S,38353908.0,204032.0,38.0903749,-121.2463819,14.88730864,6077004107.0,14.88730864,6077004107.0,0.05343992,11.0,1.0,6.0,77.0,San Joaquin County,4102.0,6077004102.0,41.02,Census Tract 41.02,58864691.0,419010.0,38.0822443,-121.2646161,6077004102.0,Rural,9919.0,,0.0,0.0,0.0, ,"$91,364 ",4.0,"$60,000 ","$90,000 ",75235.0,121.44%,High,39388.09836,-121.26905,38.09705,Central Other,0,0,ChargePoint Network,False
6302,6302,8323,8324,1,8324,1,8324,ELEC,FONTANA EV #1-6 FONTANA EV #1,8353 Sierra Ave,behind the City Hall building on the east side of Wheeler Ave,Fontana,CA,92335,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.102058,-117.434719,11/4/2024,192864,2024-11-04 01:40:42 UTC,,,,7/15/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,71.0,3000.0,6071003000.0,30.0,Census Tract 30,G5020,S,1293035.0,0.0,34.0993753,-117.4357865,0.49924393,6071003000.0,0.49924393,6071003000.0,1.0,1.0,0.0,6.0,71.0,San Bernardino County,3000.0,6071003000.0,30.0,Census Tract 30,1293034.0,0.0,34.0993753,-117.4357865,6071003000.0,Urban,3254.0,Disadvantaged Community,48.63849992,86.3086233,41.2125,CalEnviroScreen 4.0 Top 25%,"$29,500 ",3.0,"$56,900 ","$83,700 ",75235.0,39.21%,Low,4828.362029,-117.434719,34.102058,Southern Other,1,0,ChargePoint Network,False
6303,6303,8324,8325,1,8325,1,8325,ELEC,FONTANA EV #1-6 FONTANA EV #4,8353 Sierra Ave,behind the City Hall building on the east side of Wheeler Ave,Fontana,CA,92335,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.102057,-117.434749,11/4/2024,192865,2024-11-04 01:40:42 UTC,,,,7/15/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,71.0,3000.0,6071003000.0,30.0,Census Tract 30,G5020,S,1293035.0,0.0,34.0993753,-117.4357865,0.49924393,6071003000.0,0.49924393,6071003000.0,1.0,1.0,0.0,6.0,71.0,San Bernardino County,3000.0,6071003000.0,30.0,Census Tract 30,1293034.0,0.0,34.0993753,-117.4357865,6071003000.0,Urban,3254.0,Disadvantaged Community,48.63849992,86.3086233,41.2125,CalEnviroScreen 4.0 Top 25%,"$29,500 ",3.0,"$56,900 ","$83,700 ",75235.0,39.21%,Low,4828.362029,-117.434749,34.102057,Southern Other,1,0,ChargePoint Network,False
6304,6304,8325,8326,1,8326,1,8326,ELEC,FONTANA EV #1-6 FONTANA EV #3,8353 Sierra Ave,behind the City Hall building on the east side of Wheeler Ave,Fontana,CA,92335,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.102104,-117.434728,11/4/2024,192866,2024-11-04 01:40:42 UTC,,,,7/15/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,71.0,3000.0,6071003000.0,30.0,Census Tract 30,G5020,S,1293035.0,0.0,34.0993753,-117.4357865,0.49924393,6071003000.0,0.49924393,6071003000.0,1.0,1.0,0.0,6.0,71.0,San Bernardino County,3000.0,6071003000.0,30.0,Census Tract 30,1293034.0,0.0,34.0993753,-117.4357865,6071003000.0,Urban,3254.0,Disadvantaged Community,48.63849992,86.3086233,41.2125,CalEnviroScreen 4.0 Top 25%,"$29,500 ",3.0,"$56,900 ","$83,700 ",75235.0,39.21%,Low,4828.362029,-117.434728,34.102104,Southern Other,1,0,ChargePoint Network,False
